row,RecordID,Publication,Pub,Taxon,Class,Order,Family,Species,SpeciesSynonyms,animal,phylo,Common.name,Genus,Species.name,Body.mass,Log.Mb,Primary.diet,Diet.details,Foraging.guild,Nesting.guild,Volent,n.captured,method.of.capture,Measure,Ecosystem,Tree.species,Cause.of.decline,Decline.cause,Decline.permanence,Decline.scale,Decline.speed,Decline.severity,Location,Temporal.or.Spatial,Temporal.y,Beta,r,t,F,p,chi,Decline.mean1,sd1,se1,95%.CI1,n1,Intact.mean2,sd2,se2,95%.CI2,n2,yi,log_yi,vi,Calcualted_from
485,485,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Mniotilta varia,Mniotilta_varia,Mniotilta_varia,Mniotilta_varia,"Warbler, Black and White",Mniotilta,varia,,,I,I,BAR,GRO,,404,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,8.1,12.96,2.16,,36,2.5,8.049844719,1.2,,45,0.5276426064,0.1840217625,0.0517185600,x and SD
486,486,"{Wentzel, Unpublished data #547}","Wentzel, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Menetia_greyii,Menetia_greyii,Menetia_greyii,Menetia_greyii,,Menetia,greyii,,,I,I,GRO,,,32,Pitfall trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.5359565233,0.1863789228,0.1726510291,x and SD
487,487,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Icteridae,Molothrus ater,Molothrus_ater,Molothrus_ater,Molothrus_ater,"Cowbird, Brown-headed",Molothrus,ater,,,I,I,GRO,TREE,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.31,0.26,,,,,,,,,,,,,,,0.5385204639,0.1871032772,0.0299816358,r
488,488,"{Darveau, 1997 #634}","Darveau, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Seiurus aurocapilla ,Seiurus_aurocapilla,Seiurus_aurocapilla,Seiurus_aurocapilla,Ovenbird,Seiurus,aurocapillus,,,I,I,GRO,GRO,,136.8,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.27,,,0.05,,,,,,,,,,,,0.5608290087,0.1933553280,0.0126587868,r
489,489,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Corvidae,Cyanocitta cristata,Cyanocitta_cristata,Cyanocitta_cristata,Cyanocitta_cristata,"Jay, Blue",Cyanocitta,cristata,,,S,S,GRO,TREE,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.14,0.27,,,,,,,,,,,,,,,0.5608290087,0.1933553280,0.0296416829,r
490,490,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,"Flycatcher, Willow ",Empidonax,traillii,,,I,I,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.27,6.59,,,,,,,,,,,,,,0.5608290087,0.1933553280,0.0108116600,r
491,491,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Piciformes,Picidae,Picoides arcticus,Picoides_arcticus,Picoides_arcticus,Picoides_arcticus,"woodpecker, Black-backed",Picoides,arcticus,,,I,,BAR,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.27,2.5,,,,,,,,,,,,,,0.5608290087,0.1933553280,0.0108116600,r
492,492,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus guttatus,Catharus_guttatus,Catharus_guttatus,Catharus_guttatus,"Thrush, Hermit ",Catharus,guttatus,,,I,IF,GRO,GRO,,27,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,2.038397063,19,,,,1,8,,,,1,0.5688545469,0.1955826807,2.0808988739,chi
493,493,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Psittaciformes,Psittaculidae,Purpureicephalus spurius,Purpureicephalus_spurius,Purpureicephalus_spurius,Purpureicephalus_spurius,"Parrot, Red-capped ",Purpureicephalus,spurius,,,S,S,CAN,CAV,,11,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.5710644922,0.1961940132,0.1734607220,x and SD
494,494,"{Moore, 2014 #370}","Moore, 2014 ",Arthropod,Insecta,Hymenoptera,Formicidae,,Formicidae,Formicidae,Formicidae,Ants,Ants,Ants,,,O,O,GRO,,,50,Digging counts,Abundance,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,3.1,4.254409477,,,10,1.357142857,1.392681026,,,14,0.5754297686,0.1973990474,0.1783268926,x and SD
495,495,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Dendroica townsendi,Dendroica_townsendi,Dendroica_townsendi,Dendroica_townsendi,"warbler, Townsend's  ",Dendroica,townsendi,,,I,I,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.28,7.05,,,,,,,,,,,,,,0.5833333333,0.1995723549,0.0106837570,r
496,496,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Mammal,Dasyuromorphia,Dasyuridae ,Smithopsis_,Smithopsis_,Smithopsis_,Smithopsis_,Dunnart,Sminthopsis,spp.,22,0.13,I,I,GRO,GRO,N,256,Index,Camera,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,39.5,24.71841419,,,4,24.5,18.57417562,,,4,0.5959508991,0.2030195257,0.5221973421,x and SD
497,497,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Paridae,Baeolophus bicolor,Baeolophus_bicolor,Baeolophus_bicolor,Baeolophus_bicolor,Tufted titmouse,Baeolophus,bicolor,,,I,I,CAN,CAV,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.16,0.29,,,,,,,,,,,,,,,0.6060437322,0.2057573668,0.0289296746,r
498,498,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Piciformes,Picidae,Dryobates pubescens,Picoides_pubescens,Picoides_pubescens,Picoides_pubescens,"Woodpecker, Downy ",Dryobates,pubescens,,,I,I,BAR,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.29,2.58,,,,,,,,,,,,,,0.6060437322,0.2057573668,0.0105520061,r
499,499,"{Gunnarsson, 1988 #32780}","Gunnarsson, 1988 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,small spiders <2.5mm,Spiders,Spiders,,,I,I,CAN,,,2007.3088,,,Spruce,Picea abies,Air pollution needle-loss,Abiotic,1,0,1,2,SW Sweden,0,,,,,,,,49.9,22.7,,,16,38.1,13.8,,,16,0.6123121963,0.2074491392,0.1308582223,x and SD
500,500,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Reptile,Squamata,Varanidae,Varanus_spp.,Varanus_spp.,Varanus_spp.,Varanus_spp.,varanid digs,Varanus,spp.,,,O,V,GRO,,,19,Digging counts,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,1.5,2.915475947,,,10,0.285714286,0.468807231,,,14,0.6172616532,0.2087802891,0.1793663204,x and SD
501,501,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Geothlypis formosa,Oporornis_formosus,Oporornis_formosus,Oporornis_formosus,"Warbler, Kentucky",Geothlypis,formosa,,,I,I,GRO,GRO,,83,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,2.3,5.64,0.94,,36,0,0,0,,48,0.6184674367,0.2091039659,0.0508879086,x and SD
502,502,"{Apigian, 1998 #32014}","Apigian, 1998 ",Vertebrate,Bird,Passeriformes,Paridae,Baeolophus inornatus,Baeolophus_inornatus,Baeolophus_inornatus,Baeolophus_inornatus,Oak titmouce,Baeolophus,inornatus,,,I,I,CAN,CAV,,100,Observation,number territories,Coast live oak,Quercus agrifolia,Phytophthora ramorum,Pathogen,1,0.5,1,2.5,"California, USA",0,,,0.29769,,,,,,,,,,,,,,,0.6236548967,0.2104937266,0.0167806859,r
503,503,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus fuscescens,Catharus_fuscescens,Catharus_fuscescens,Catharus_fuscescens,Veery,Catharus,fuscescens,,,I,I,GRO,LOW,,15.0975,Observation,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,Eastern USA,0,,,,,,,1.345727778,11,,,,1,4,,,,1,0.6256468596,0.2110262094,2.0978584982,chi
504,504,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Perisoreus_canadensis,Perisoreus_canadensis,Perisoreus_canadensis,"Jay, Grey",Perisoreus,canadensis,,,O,O,CAN,TREE,,64,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,0.25,0.18,0.09,44,4,0.14,0.134164079,0.06,20,5,0.6284253792,0.2117678623,0.4719399143,x and SD
505,505,"{Adams, 1991 #1047}","Adams, 1991 ",Vertebrate,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,Tamiasciurus_hudsonicus,Tamiasciurus_hudsonicus,American red squirrel,Tamiasciurus,hudsonicus,200,0.36,S,S,CAN,TREE,N,11,Trapping,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"North Carolina, USA",1,26,,,,,,1,2,,,,1,0,,,,1,0.6324555320,0.2128413600,2.1000000000,chi
506,506,"{Moore, 2013 #345}","Moore, 2013 ",Vertebrate,Reptile,Squamata,Scincidae,Ctenotus_schomburgkii,Ctenotus_schomburgkii,Ctenotus_schomburgkii,Ctenotus_schomburgkii,,Ctenotus,schomburgkii,,,I,I,GRO,,,20,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,1.416666667,2.466441431,,,12,0.25,0.452267017,,,12,0.6352428569,0.2135822607,0.1750736143,x and SD
507,507,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Turdidae,Turdus migratorius,Turdus_migratorius,Turdus_migratorius,Turdus_migratorius,"Robin, American ",Turdus,migratorius,,,I,IF,GRO,LOW,,26,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.615384615,8.5,3.535533906,,,2,4.5,3.535533906,,,2,0.6383076486,0.2143954588,1.0509295818,x and SD
508,508,"{Hartmann, 1989 #1123}","Hartmann, 1989 ",Arthropod,Insecta,Coleoptera,Elateridae,,Coleoptera,Coleoptera,Coleoptera,Click beetle larvae,Beetles,Beetles,,,O,O,GRO,,,2880,Density,Abundance,Spruce,Picea abies,Multiple causes,Abiotic,1,0.5,1,2.5,"North Bavaria, Germany",0,,,,,,,,310,79.60841664,,,5,266,36.46916506,,,5,0.6414839996,0.2152366538,0.4205750861,x and SD
509,509,"{Seaton, 2015 #29912}","Seaton, 2015 ",Arthropod,Insecta,Coleoptera,Cerambycidae,Phoracantha semipunctata,Coleoptera,Coleoptera,Coleoptera,Phoracantha_semipunctata,Phoracantha,semipunctata,,,L,P,CAN,,,60,Sampling trees,Abundance,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,Kruskall-wallis H1=60.85 for 60 trees = d=40.28,,3.959,6.804,0.39,,303,0.052,0.412,0.04,,92,0.6534342796,0.2183869373,0.0147103717,x and SD
510,510,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Egernia_napoleonis,Egernia_napoleonis,Egernia_napoleonis,Egernia_napoleonis,,Egernia,napoleonis, SVL <15cm,,I,I,GRO,,,13,Camera,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,2.5,3.109126351,,,4,0.75,0.957427108,,,4,0.6608075215,0.2203193030,0.5272916613,x and SD
511,511,"{Ingwell, 2012 #32782}","Ingwell, 2012 ",Arthropod,Insecta,Hemiptera ,Hemiptera,,Hemiptera,Hemiptera,Hemiptera,Bugs,,,,,L,P,LOW,,,144,,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,Southern New England,0,,,,,,,14.22222222,104,,,,4,40,,,,4,0.6620847109,0.2206531545,0.0000000010,chi
512,512,"{Showalter, 2002 #854}","Showalter, 2002 ",Vertebrate,Bird,Passeriformes,Paridae,Baeolophus bicolor,Baeolophus_bicolor,Baeolophus_bicolor,Baeolophus_bicolor,Tufted titmouse,Baeolophus,bicolor,,,I,I,CAN,CAV,,15,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,15,<0.001,0.316227766,,1.35,0.27,,,,,,,,,,,,0.6666666666,0.2218487496,0.1159084471,r
513,513,"{Showalter, 2002 #854}","Showalter, 2002 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Myiarchus crinitus,Myiarchus_crinitus,Myiarchus_crinitus,Myiarchus_crinitus,"Flycatcher, Great Crested ",Myiarchus,crinitus,,,I,I,AER,CAV,,15,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,15,<0.001,0.316227766,,0.02,0.9,,,,,,,,,,,,0.6666666666,0.2218487496,0.1159084471,r
514,514,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Fringillidae,Loxia leucoptera,Loxia_leucoptera,Loxia_leucoptera,Loxia_leucoptera,White-winged Crossbill ,Loxia,leucoptera,,,S,S,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.32,1.53,,,,,,,,,,,,,,0.6755205295,0.2241497534,0.0101345422,r
515,515,"{Armstrong, 2000 #29885}","Armstrong, 2000 ",Vertebrate,Bird,Psittaciformes,Psittaculidae,Purpureicephalus spurius,Purpureicephalus_spurius,Purpureicephalus_spurius,Purpureicephalus_spurius,"Parrot, Red-capped ",Purpureicephalus,spurius,,,S,S,CAN,CAV,,11,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,1.136363636,8,,,,2,3,,,,2,0.6800000000,0.2253092817,0.0000000010,chi
516,516,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Seiurus aurocapilla ,Seiurus_aurocapilla,Seiurus_aurocapilla,Seiurus_aurocapilla,Ovenbird,Seiurus,aurocapillus,,,I,I,GRO,GRO,,944,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,17.9,18.84,3.14,,36,7.3,11.14143617,1.74,,41,0.6891682277,0.2276729040,0.0552521311,x and SD
517,517,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Passeriformes,Artamidae,Cracticus torquatus,Cracticus_torquatus,Cracticus_torquatus,Cracticus_torquatus,"Butcherbird, Grey",Cracticus,torquatus,,,O,V,AER,TREE,,15,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.6896787032,0.2278041302,0.1765761815,x and SD
518,518,"{Swei, 2011 #29918}","Swei, 2011 ",Vertebrate,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus_maniculatus,Peromyscus_maniculatus,Peromyscus_maniculatus,Deer mouse,Peromyscus,maniculatus,20,0.11,S,S,GRO,GRO,N,1032,Trapping,,Oak forests,California bay (Umbellaria californica) and Quercus spp.,Phytophthora ramorum,Pathogen,1,0.5,1,2.5,"California, USA",0,,,0.33,,,,,,,,,,,,,,,0.6991666649,0.2302359793,0.0015403675,r
519,519,"{Armstrong, 2000 #29885}","Armstrong, 2000 ",Vertebrate,Bird,Passeriformes,Acanthizidae,Acanthiza apicalis,Acanthiza_apicalis,Acanthiza_apicalis,Acanthiza_apicalis,"Thornbill, Inland ",Acanthiza,apicalis,,,I,I,LOW,TREE,,15,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,1.633333333,11,,,,2,4,,,,2,0.7000000000,0.2304489214,0.0000000010,chi
520,520,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Passeridae,Passer domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,"Sparrow, House",Passer,domesticus,,,S,S,GRO,TREE,,32,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,1.875,3.537890143,,,16,0.111111111,0.323380833,,,18,0.7076424347,0.2323969384,0.1254196411,x and SD
521,521,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Mammal,Diprotodontia,Macropodidae,Notamacropus irma,Notamacropus_irma,Notamacropus_irma,Notamacropus_irma,Western Brush Wallaby,Macropus,irma,8700,0.6,L,P,GRO,GRO,N,44,Index,Camera,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,7.75,7.588368292,,,4,3.25,1.258305739,,,4,0.7186577756,0.2351894072,0.5322793124,x and SD
522,522,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Columbiformes,Columbidae,Phaps chalcoptera,Phaps_chalcoptera,Phaps_chalcoptera,Phaps_chalcoptera,Common bronzewing ,Phaps,chalcoptera,,,S,S,GRO,TREE,,12,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.7345978031,0.2391987920,0.1779090403,x and SD
523,523,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Passerelidae,Zonotrichia leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,"Sparrow, White-crowned ",Zonotrichia,leucophrys,,,S,SI,GRO,GRO,,31,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,0.07,0.02,0.01,21,4,0.04,0.04472136,0.02,10,5,0.7350020457,0.2392999912,0.4800126671,x and SD
524,524,"{Edworthy, 2011 #29922}","Edworthy, 2011 ",Vertebrate,Bird,Piciformes,Picidae,Picoides dorsalis,Picoides_dorsalis,Picoides_dorsalis,Picoides_dorsalis,"Woodpecker, American Three-toed ",Picoides,dorsalis,,,I,I,BAR,CAV,,61,surveys,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,British Columbia,1,15,,0.346410162,,,,,,,,,,,,,,,0.7385489471,0.2401869223,0.0258154836,r
525,525,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Cuculiformes,Cuculidae,Chrysococcyx lucidus,Chrysococcyx_lucidus,Chrysococcyx_lucidus,Chrysococcyx_lucidus,"Bronze-Cuckoo, Shining ",Chrysococcyx,lucidus,,,I,I,CAN,TREE,,11,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.7395343490,0.2404330088,0.1780606469,x and SD
526,526,"{Falcone, 2009 #29919}","Falcone, 2009 ",Arthropod,Insecta,Hemiptera ,Hemiptera,,Hemiptera,Hemiptera,Hemiptera,herbivorous bugs,herbivorous bugs,herbivorous bugs,,,L,P,LOW,,,60,,Abundance (numbers per branch),Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"North Carolina, USA",0,,,,,,,,0.7,0.5,,,6,0.4,0.2,,,7,0.7580339263,0.2450272518,0.3316244031,x and SD
527,527,"{Russin, 1984 #32054}","Russin, 1984 ",Arthropod,Insecta,Coleoptera,Coleoptera,,Coleoptera,Coleoptera,Coleoptera,Beetles,Beetles,Beetles,,,O,O,GRO,,,100,,Abundance,American chestnut ,Castanea dentata,Chestnut Blight Fungus (Endothia parasitica),Pathogen,0.5,1,1,2.5,"Kentucky, USA",0,,,,,,,,17.03125,12.59924313,,,32,9.21875,6.723739239,,,32,0.7642454463,0.2465590051,0.0670630555,x and SD
528,528,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Coccyzus_americanus,Coccyzus_americanus,Coccyzus_americanus,"Cuckoo, Yellow-billed",Coccyzus,americanus,,,I,I,CAN,TREE,,102,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,3.6875,1.302241657,,,16,2.388888889,1.914000703,,,18,0.7658091864,0.2469437718,0.1266800219,x and SD
529,529,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Sittidae,Sitta carolinensis,Sitta_carolinensis,Sitta_carolinensis,Sitta_carolinensis,"Nuthatch, White-breasted",Sitta,carolinensis,,,I,I,BAR,CAV,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,0.7688110941,0.2476814535,1.1728078404,off graph
530,530,"{Gale, 2001 #29917}","Gale, 2001 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Passerina_cyanea,Passerina_cyanea,Passerina_cyanea,Indigo bunting,Passerina,cyanea,,,S,S,GRO,LOW,,96.75,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Connecticut, Pennsylvania, and Virginia, USA",1,10,,,,,,,3.32,4.34544781,,,25,0.6875,1.047789026,,,20,0.7789263465,0.2501579672,0.0967414028,x and SD
531,531,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Parulidae,Geothlypis trichas,Geothlypis_trichas,Geothlypis_trichas,Geothlypis_trichas,"Yellowthroat, common",Geothlypis,trichas,,,I,I,LOW,LOW,,29,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.215517241,8.5,2.121320344,,,2,6,1.414213562,,,2,0.7823901817,0.2510027812,1.0765167996,x and SD
532,532,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga striata ,Dendroica_striata,Dendroica_striata,Dendroica_striata,"Warbler, Blackpoll",Setophaga,striata,,,I,I,CAN,LOW,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.37,0.79,,,,,,,,,,,,,,0.7965282099,0.2544340411,0.0093704376,r
533,533,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Strigiformes,Strigidae,Strix nebulosa,Strix_nebulosa,Strix_nebulosa,Strix_nebulosa,"Owl, Great gray",Strix,nebulosa,,,O,V,AER,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.37,1.12,,,,,,,,,,,,,,0.7965282099,0.2544340411,0.0093704376,r
534,534,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Myiarchus crinitus,Myiarchus_crinitus,Myiarchus_crinitus,Myiarchus_crinitus,"Flycatcher, Great Crested ",Myiarchus,crinitus,,,I,I,AER,CAV,,20,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.2,6,1.414213562,,,2,4,1.414213562,,,2,0.7978845610,0.2547618030,1.0795774716,x and SD
535,535,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Passeriformes,Meliphagidae,Anthochaera carunculata,Anthochaera_carunculata,Anthochaera_carunculata,Anthochaera_carunculata,"Wattlebird, Red ",Anthochaera,carunculata,,,N,N,CAN,TREE,,77,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.7998195151,0.2552289565,0.1799939845,x and SD
536,536,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Mammal,Diprotodontia,Potoroidae,Bettongia penicillata,Bettongia_penicillata,Bettongia_penicillata,Bettongia_penicillata,Woylie,Bettongia,penicillata,1600,0.51,L,P,GRO,GRO,N,176,Index,Digging counts,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,11.3,10.19858378,,,10,4.5,6.198635085,,,14,0.8127062722,0.2583274375,0.1851888107,x and SD
